Description,Price,ModleName,Carrier,Brand,FormFactor,Memory,OperatingSystem,Color,Cellular,SimCount,Year,AdditionalComponents,SellerStore,StoreLink,ProductLink
"Unlocked Smartphones Ulefone Note 11P (2021) Android 11 Unlocked Cell phones, 48MP Quad Rear Camera Triple Card Slots, 6.55"" Punch Hole Screen Dual SIM Phones, 4500mAh Global Bands, US Version - Green",$199.99,Note 11p,T-Mobile,Ulefone,Smartphone,128 GB,Android 11,Green,4G,Dual SIM,2021.0,,Ulefone Store,https://www.amazon.com/stores/UlefonePhone/page/61DDA142-C23C-4CF9-8ADA-4BBB6B775310?ref_=ast_bln,https://www.amazon.com//Unlocked-Smartphones-Ulefone-Note-11P/dp/B08SQ8GJ8K/ref=sr_1_218?keywords=used+phones&qid=1646080957&sr=8-218
BISOFICE Mini Desktop Corded Landline Phone Fixed Telephone Wall Mountable Supports Mute/Pause/Hold/Reset/Flash/Redial Functions for Home Hotel Office Bank Call Center,$15.99,,,BISOFICE,,,,Black,,,,,OFICE,https://www.amazon.com/s/ref=bl_dp_s_web_0?ie=UTF8&search-alias=aps&field-keywords=BISOFICE,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg14_1?ie=UTF8&adId=A093758032G5YUQEO4WJU&url=%2FBISOFICE-Landline-Telephone-Mountable-Functions%2Fdp%2FB09CQ98Z43%2Fref%3Dsr_1_219_sspa%3Fkeywords%3Dused%2Bphones%26qid%3D1646080957%26sr%3D8-219-spons%26psc%3D1&qualifier=1646080957&id=5099542658166150&widgetName=sp_mtf
"2GB RAM 16GB ROM，Y300 aderroo Android Smartphone, 5.75-inch IPS Full-Screen，Front and Rear Cameras，，Only Supports Dual SIM Card Frequency Band of 3GWCDMA：850/2100MHZ, Unlocked Cell Phone（Gold）",$59.99,Y300,Unlocked for All Carriers,Aderroo,Smartphone,16 GB,Android,Gold,WCDMA,Dual SIM,2021.0,,rroo,https://www.amazon.com/s/ref=bl_dp_s_web_0?ie=UTF8&search-alias=aps&field-keywords=aderroo,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg14_1?ie=UTF8&adId=A0193816YXK77VHGGGD5&url=%2Faderroo-Full-Screen%25EF%25BC%258CFront-Cameras%25EF%25BC%258C%25EF%25BC%258COnly-3GWCDMA%25EF%25BC%259A850-Phone%25EF%25BC%2588Gold%25EF%25BC%2589%2Fdp%2FB09M6CNW9R%2Fref%3Dsr_1_220_sspa%3Fkeywords%3Dused%2Bphones%26qid%3D1646080957%26sr%3D8-220-spons%26psc%3D1&qualifier=1646080957&id=5099542658166150&widgetName=sp_mtf
"Apple iPhone 12 Pro Max, 256GB, Graphite - Fully Unlocked (Renewed)",$910.00,,Unlocked,Apple,,256 GB,,Graphite,,,,"Adapter, USB Cable",Amazon Renewed Store,https://www.amazon.com/Amazon-Renewed/b/ref=bl_dp_s_web_12653393011?ie=UTF8&node=12653393011&field-lbr_brands_browse-bin=Amazon+Renewed,https://www.amazon.com//Apple-iPhone-Pro-256GB-Graphite/dp/B08PMDRNJP/ref=sr_1_221?keywords=used+phones&qid=1646080957&sr=8-221
"(Renewed Premium) Apple iPhone 11 Pro Max, 64GB, Midnight Green - Unlocked",$639.00,IPhone 11 Pro Max,Unlocked for All Carriers,Apple,Smart Phone,64 GB,IOS 12,Midnight Green,4G,,,Charging cable and block,Amazon Renewed Store,https://www.amazon.com/Amazon-Renewed/b/ref=bl_dp_s_web_12653393011?ie=UTF8&node=12653393011&field-lbr_brands_browse-bin=Amazon+Renewed,https://www.amazon.com//Apple-iPhone-64GB-Midnight-Green/dp/B08BHXG144/ref=sr_1_222?keywords=used+phones&qid=1646080957&sr=8-222
"Samsung Galaxy S20 FE 5G, 128GB, Cloud Navy - Unlocked (Renewed)",$428.00,Galazy S20 FE,Unlocked,Samsung Electronics,Smartphone,128 GB,IOS,Cloud Navy,5G,Single SIM,2020.0,,Amazon Renewed Store,https://www.amazon.com/Amazon-Renewed/b/ref=bl_dp_s_web_12653393011?ie=UTF8&node=12653393011&field-lbr_brands_browse-bin=Amazon+Renewed,https://www.amazon.com//Samsung-Galaxy-S20-FE-128GB/dp/B08L34JQ9C/ref=sr_1_223?keywords=used+phones&qid=1646080957&sr=8-223
Samsung Galaxy Note 9 N960U 128GB GSM Unlocked - Ocean Blue,$369.00,Galaxy Note 9,T-Mobile,Samsung Electronics,Smartphone,128 GB,Android 8.1,Ocean Blue,2G,,,,Samsung Electronics Store,https://www.amazon.com/stores/SamsungElectronics/page/5DE4E0B0-7C27-45B4-9406-2291193DCBEF?ref_=ast_bln,https://www.amazon.com//Samsung-Galaxy-N960U-128GB-T-Mobile/dp/B07KCQHWTN/ref=sr_1_224?keywords=used+phones&qid=1646080957&sr=8-224
Samsung Galaxy S10+ Plus Verizon + GSM Unlocked 128GB Prism Blue,,,Verizon,Samsung Electronics,Bar,128 GB,Android 9.0,Prism Blue,"4G, 2G",Single SIM,2019.0,"Phone Head set sim pin Charger, USB cable",Samsung Electronics Store,https://www.amazon.com/stores/SamsungElectronics/page/5DE4E0B0-7C27-45B4-9406-2291193DCBEF?ref_=ast_bln,https://www.amazon.com//Samsung-Galaxy-Verizon-Unlocked-128GB/dp/B07PB5BXMZ/ref=sr_1_225?keywords=used+phones&qid=1646080957&sr=8-225
"Apple iPhone 12, 128GB, Blue - Unlocked (Renewed Premium)",$758.00,IPhone 12,Unlocked,Apple,Smartphone,128 GB,IOS 14,Blue,5G,,,"Charging cable and block, and sim tray removal tool",Amazon Renewed Store,https://www.amazon.com/Amazon-Renewed/b/ref=bl_dp_s_web_12653393011?ie=UTF8&node=12653393011&field-lbr_brands_browse-bin=Amazon+Renewed,https://www.amazon.com//Apple-iPhone-12-128GB-Blue/dp/B09JFP6L1F/ref=sr_1_226?keywords=used+phones&qid=1646080957&sr=8-226
"(Renewed) Google Pixel 4a Smartphone, 128GB Storage & Unlocked Cellular - Just Black",$329.99,Pixel 4a,Vodafone,Google,Smartphone,128 GB,Android,Just Black,"GSM/EDGE, UMTS/HSPA+/HSDPA, CDMA, LTE",,2020.0,18W USB-C® power adapter 1 m USB-C to USB-C cable (USB 2.0) Quick Start Guide Quick Switch Adapter SIM tool,Amazon Renewed Store,https://www.amazon.com/Amazon-Renewed/b/ref=bl_dp_s_web_12653393011?ie=UTF8&node=12653393011&field-lbr_brands_browse-bin=Amazon+Renewed,https://www.amazon.com//Google-Smartphone-Storage-Unlocked-Cellular/dp/B08H85VZNX/ref=sr_1_227?keywords=used+phones&qid=1646080957&sr=8-227
Nokia 3.4 | Android 10 | Unlocked Smartphone | 2-Day Battery | US Version | 3/64GB | 6.39-Inch Screen | Triple Camera | Fjord Blue,$179.99,3.4,Unlocked,Nokia,Bar,64 GB,Android 10.0,Fjord Blue,4G,Single SIM,2020.0,,ia,https://www.amazon.com/Nokia/b/ref=bl_dp_s_web_2530015011?ie=UTF8&node=2530015011&field-lbr_brands_browse-bin=Nokia,https://www.amazon.com//Nokia-Android-Unlocked-Smartphone-6-39-Inch/dp/B08MWX1THP/ref=sr_1_228?keywords=used+phones&qid=1646080957&sr=8-228
"Landline Phone, Small Business Corded Telephone with Caller ID Display, Retro Desktop Cord Telephone for Home, Office, Hotel",$29.39,,,Bindpo,,,,Red,,,,,Bindpo Store,https://www.amazon.com/stores/Zyyini/page/7A3A16FD-50E2-459F-85A7-4CF8D1D47F17?ref_=ast_bln,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg14_1?ie=UTF8&adId=A104598911MHP036MF8L7&url=%2FLandline-Business-Corded-Telephone-Display%2Fdp%2FB08BPBCLD9%2Fref%3Dsr_1_229_sspa%3Fkeywords%3Dused%2Bphones%26qid%3D1646080957%26sr%3D8-229-spons%26psc%3D1%26smid%3DA1PXES27V1SXBO&qualifier=1646080957&id=5099542658166150&widgetName=sp_btf
Corded Phone - Phones for Seniors - Phone for Hearing impaired - Crimson Red - Retro Novelty Telephone - an Improved Version of The Princess Phones in 1965 - Style Big Button - iSoHo Phones,$39.50,,,ISoHo Phones,,,,Crimson Red,,,,,iSoHo Phones Store,https://www.amazon.com/stores/iSoho+Phones/page/F7DD4EF5-6098-465D-85EE-D7F597CADE19?ref_=ast_bln,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg14_1?ie=UTF8&adId=A02742672VGYA4ZNBOVI&url=%2FTrimline-Corded-Phone-impaired-Telephone%2Fdp%2FB00CS6YGVI%2Fref%3Dsr_1_230_sspa%3Fkeywords%3Dused%2Bphones%26qid%3D1646080957%26sr%3D8-230-spons%26psc%3D1&qualifier=1646080957&id=5099542658166150&widgetName=sp_btf
SOYES XS11 3G Mini Smartphone 2.5 Inch WiFi GPS RAM 1GB ROM 8GB Quad Core Android 6.0 Cell Phones 3D Glass Slim Body Camera Dual Sim Google Play Cute Smartphone (Pink),$57.99,XS11,T-Mobile,PADY,Smartphone,8 GB,Android 6.0,Pink,"3G, 2G",Dual SIM,2021.0,,PADY Store,https://www.amazon.com/stores/PADY/page/73621BD7-C207-4C30-96AA-D75981789275?ref_=ast_bln,https://www.amazon.com//Smartphone-Android-Phones-Camera-Google/dp/B08KTH84KH/ref=sr_1_225?keywords=used+phones&qid=1646080959&sr=8-225
"Alcatel 1 5033J Unlocked Smartphone Dual Sim 5"" 18:9 Display, Android Oreo (Go Edition), 8MP Rear Camera, 4G LTE - Works Worldwide (NOT Verizon - Boost - Metro)",,,Unlocked,Alcatel,Smartphone,16 GB,Android,Black,"4G, 3G, 2G",Dual SIM,2018.0,Adapter,atel,https://www.amazon.com/Alcatel/b/ref=bl_dp_s_web_5222623011?ie=UTF8&node=5222623011&field-lbr_brands_browse-bin=Alcatel,https://www.amazon.com//Alcatel-5033J-Unlocked-Smartphone-Dual/dp/B07CCNTHYH/ref=sr_1_226?keywords=used+phones&qid=1646080959&sr=8-226
"Samsung Galaxy S8, 5.8"" 64GB (Verizon Wireless) - Midnight Black",,Galaxy S8,Verizon,Samsung Electronics,Smartphone,64 GB,,Midnight Black,LTE,,,Samsung Galaxy S8;Pre-Installed SIM Card;Wall Charger;USB Cable,Samsung Electronics Store,https://www.amazon.com/stores/SamsungElectronics/page/5DE4E0B0-7C27-45B4-9406-2291193DCBEF?ref_=ast_bln,https://www.amazon.com//Samsung-Galaxy-S8-Verizon-Wireless/dp/B06Y3GYZKW/ref=sr_1_227?keywords=used+phones&qid=1646080959&sr=8-227
"Samsung Galaxy A11 6.4"" A115M/DS 32GB 2GB RAM (GSM Only, No CDMA) International Version - No Warranty (Blue)",,,Unlocked for All Carriers,Samsung Electronics,Touchscreen,32 GB,Android 10.0,Blue,4G,Dual SIM,2019.0,,Samsung Electronics Store,https://www.amazon.com/stores/SamsungElectronics/page/5DE4E0B0-7C27-45B4-9406-2291193DCBEF?ref_=ast_bln,https://www.amazon.com//Samsung-Galaxy-A115M-International-Version/dp/B087XBQ2VP/ref=sr_1_228?keywords=used+phones&qid=1646080959&sr=8-228
Samsung Galaxy S9 - GSM Unlocked Smartphone - Midnight Black,,Galaxy S9,AT&T,Samsung Electronics,Smartphone,64 GB,Android,Black,2G,,2018.0,,Samsung Electronics Store,https://www.amazon.com/stores/SamsungElectronics/page/5DE4E0B0-7C27-45B4-9406-2291193DCBEF?ref_=ast_bln,https://www.amazon.com//Samsung-Galaxy-GSM-Unlocked-Smartphone/dp/B07D4S6KF6/ref=sr_1_229?keywords=used+phones&qid=1646080959&sr=8-229
"OnePlus 7T Pro 5G McLaren Edition HD1925, US Model, 12GB RAM 256GB ROM - GSM Unlocked",$485.00,,T-Mobile,OnePlus,,256 GB,Android 10.0,Papaya Orange,"5G, 4G, 3G, 2G",,,"Earphone, Adapter",OnePlus Store,https://www.amazon.com/stores/OnePlus/page/DE8A8620-9A54-4832-96B0-3284E24E9A3A?ref_=ast_bln,https://www.amazon.com//OnePlus-McLaren-HD1925-T-Mobile-Unlocked/dp/B08GL37KXS/ref=sr_1_230?keywords=used+phones&qid=1646080959&sr=8-230
Nokia XR20 5G | Android 11 | Unlocked Smartphone | Dual SIM | US Version | 6/128GB | 6.67-Inch Screen | 48MP Dual Camera | Charcoal,$549.99,Nokia XR20,Unlocked,Nokia,Bar,128 GB,Android 11.0,Charcoal,"5G, 4G LTE",Dual SIM,2021.0,,Nokia Store,https://www.amazon.com/stores/Nokia/page/BBD88D40-BF44-4A32-90F8-5A0E8C5658A1?ref_=ast_bln,https://www.amazon.com//Nokia-Unlocked-Smartphone-6-67-Inch-Charcoal/dp/B09DJ2P1SF/ref=sr_1_231?keywords=used+phones&qid=1646080959&sr=8-231
LG STYLO 5 (Metro by T-Mobile ONLY) 32GB,,,T-Mobile,LG,Smartphone,32 GB,,Black,4G,,,,LG Store,https://www.amazon.com/stores/LGElectronicsSTG/page/E8585304-4D77-4965-9D22-B5F2CF409E38?ref_=ast_bln,https://www.amazon.com//LG-STYLO-Metro-T-Mobile-ONLY/dp/B08287K1W8/ref=sr_1_232?keywords=used+phones&qid=1646080959&sr=8-232
Samsung Galaxy S10e Factory Unlocked Android Cell Phone | US Version | 128GB of Storage | Fingerprint ID and Facial Recognition | Long-Lasting Battery | Flamingo Pink,$479.00,B0 Pink 128,Unlocked,Samsung Electronics,Smartphone,128 GB,Android 9.0,Flamingo Pink,LTE,,,"Device, battery, travel adapter",Samsung Electronics Store,https://www.amazon.com/stores/SamsungElectronics/page/5DE4E0B0-7C27-45B4-9406-2291193DCBEF?ref_=ast_bln,https://www.amazon.com//Samsung-Factory-Unlocked-Warranty-Flamingo/dp/B07NPFHWLZ/ref=sr_1_233?keywords=used+phones&qid=1646080959&sr=8-233
"Samsung Galaxy S20 5G (128GB, 12GB RAM) 6.2"" AMOLED, Snapdragon 865, IP68 Water Resistant, Global 5G Volte (GSM + CDMA) Factory Unlocked (AT&T, Verizon, T-Mobile, Metro) G981U1 (Cloud Blue)",,,"Unlocked, Verizon",Samsung Electronics,Slate,128 GB,Android,Cloud Blue,"4G, 3G, 2G",Single SIM,,,Samsung Electronics Store,https://www.amazon.com/stores/SamsungElectronics/page/5DE4E0B0-7C27-45B4-9406-2291193DCBEF?ref_=ast_bln,https://www.amazon.com//Galaxy-S20-5G-Snapdragon-Resistant/dp/B08XYDQQGX/ref=sr_1_234?keywords=used+phones&qid=1646080959&sr=8-234
Apple iPhone 6s 16GB Gray Unlocked 4G LTE,$126.99,6S,Unlocked for All Carriers,Nobrand,Smartphone,16 GB,IOS 15,Gray,LTE,,,"Handsfree, Adapter, USB Cable",rand,https://www.amazon.com/s/ref=bl_dp_s_web_0?ie=UTF8&search-alias=aps&field-keywords=nobrand,https://www.amazon.com//iPhone-6s-Unlocked-12-0MP-Camera/dp/B082X5HXDJ/ref=sr_1_235?keywords=used+phones&qid=1646080959&sr=8-235
Nokia 225 | Unlocked | 4G Cell Phone | Black,$44.98,225 4G,Unlocked,Nokia,Bar,0.13 GB,KaiOS,Black,LTE,Single SIM,2020.0,,ia,https://www.amazon.com/Nokia/b/ref=bl_dp_s_web_2530015011?ie=UTF8&node=2530015011&field-lbr_brands_browse-bin=Nokia,https://www.amazon.com//Nokia-Unlocked-Cell-Phone-Black/dp/B08Q1YWQQ9/ref=sr_1_236?keywords=used+phones&qid=1646080959&sr=8-236
"UMIDIGI A9 Pro Cell Phone (8GB+128GB), 6.3"" FHD+ Full Screen Unlocked Smartphone with 4150mAh Battery + 48MP AI Quad Camera - LTE Dual 4G SIM Android 11 Phone (8+128G, Forest Green)",$219.99,A9 PRO,T-Mobile,UMIDIGI,Smartphone,128 GB,,Forest Green,4G,,2021.0,,UMIDIGI Store,https://www.amazon.com/stores/UMIDIGI/page/0E4AFF25-3144-4A17-8A04-7424875685E8?ref_=ast_bln,https://www.amazon.com//UMIDIGI-A9-Pro-Unlocked-Smartphone/dp/B09DFMM3SX/ref=sr_1_237?keywords=used+phones&qid=1646080959&sr=8-237
"Samsung Electronics Galaxy A03s Cell Phone, Factory Unlocked Android Smartphone, 32GB, Long Lasting Battery, Expandable Storage, 3 Camera Lenses, Infinite Display, US Version, Black",$159.99,Galaxy A03s,Unlocked for All Carriers,Samsung Electronics,Smartphone,32 GB,Android,Black,LTE,Dual SIM,2022.0,,Samsung Electronics Store,https://www.amazon.com/stores/SamsungElectronics/page/5DE4E0B0-7C27-45B4-9406-2291193DCBEF?ref_=ast_bln,https://www.amazon.com//Samsung-Electronics-Unlocked-Smartphone-Expandable/dp/B09MZBTMQQ/ref=sr_1_238?keywords=used+phones&qid=1646080959&sr=8-238
,,,,,,,,,,,,,,,https://www.amazon.com//Apple-Carrier-Subscription-Cricket-Wireless/dp/B084GSMNRD/ref=sr_1_239?keywords=used+phones&qid=1646080959&sr=8-239
"TCL 10L, Unlocked Android Smartphone, 256GB+6GB RAM, with 6.53"" FHD + LCD Display, 48MP Quad Rear Camera System, 4000mAh Battery, Mariana Blue",$219.99,TCL 10L,AT&T,TCL,Smartphone,256 GB,,Mariana Blue,4G,Single SIM,,,TCL Store,https://www.amazon.com/stores/TCL/page/0BC8946D-897E-41F0-837E-F776CEDFD8B3?ref_=ast_bln,https://www.amazon.com//TCL-Unlocked-Android-Smartphone-Display/dp/B0951THCXK/ref=sr_1_240?keywords=used+phones&qid=1646080959&sr=8-240
Cooplay White Music Y-Phone Phone Toy Mobile Learning English Letters Fruits Toy LED Play Cellphone Yphone for Baby Kids Children Toddle,$11.80,,,Cooplay,,,,White,,,,,play,https://www.amazon.com/Cooplay/b/ref=bl_dp_s_web_11751663011?ie=UTF8&node=11751663011&field-lbr_brands_browse-bin=Cooplay,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg16_1?ie=UTF8&adId=A053983726YZLDF9CJ1KR&url=%2FCooplay-Y-Phone-Learning-Cellphone-Children%2Fdp%2FB00ZS87OK8%2Fref%3Dsr_1_241_sspa%3Fkeywords%3Dused%2Bphones%26qid%3D1646080963%26sr%3D8-241-spons%26psc%3D1&qualifier=1646080963&id=991635810191473&widgetName=sp_atf_next
"Mini Corded Telephone Telephones Landline Wall Phones for Landline Plain Landline Phone Wall Corded Telephone with Mute and Flash Function,for Hotel Office Home Company Mall(Black)",$18.19,,,Yoidesu,,,,Black,,,,,Yoidesu Store,https://www.amazon.com/stores/Yoidesu/page/9E42D849-CC6F-49C2-A653-8E737C09458E?ref_=ast_bln,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg16_1?ie=UTF8&adId=A0021553LIG96SJY8R51&url=%2FYoidesu-Corded-Telephone-Landline-Function%2Fdp%2FB07R9PP58N%2Fref%3Dsr_1_242_sspa%3Fkeywords%3Dused%2Bphones%26qid%3D1646080963%26sr%3D8-242-spons%26psc%3D1%26smid%3DAZIWKB4RUNANS&qualifier=1646080963&id=991635810191473&widgetName=sp_atf_next
"Samsung Galaxy A12 (A125M) 64GB Dual SIM, GSM Unlocked, (CDMA Verizon/Sprint Not Supported) Smartphone Latin American Version No Warranty (Black)",$179.00,A125M/DS,T-Mobile,Samsung Electronics,Smartphone,64 GB,Android,Black,"4G, 3G, 2G",Dual SIM,2020.0,,Samsung Electronics Store,https://www.amazon.com/stores/SamsungElectronics/page/5DE4E0B0-7C27-45B4-9406-2291193DCBEF?ref_=ast_bln,https://www.amazon.com//A125M-Unlocked-Supported-Smartphone-American/dp/B08SC6XVNQ/ref=sr_1_243?keywords=used+phones&qid=1646080963&sr=8-243
Samsung Galaxy A10S A107M 32GB Unlocked GSM DUOS Phone w/ Dual 13MP & 2MP Camera (International Variant/US Compatible LTE / 3G) - Black (Renewed),$140.00,A107M,AT&T,Samsung Electronics,Smartphone,32 GB,,Black,"4G, 3G",,,,Amazon Renewed Store,https://www.amazon.com/Amazon-Renewed/b/ref=bl_dp_s_web_12653393011?ie=UTF8&node=12653393011&field-lbr_brands_browse-bin=Amazon+Renewed,https://www.amazon.com//Samsung-Infinity-V-Display-Unlocked-Smartphone/dp/B07ZZMGPZL/ref=sr_1_244?keywords=used+phones&qid=1646080963&sr=8-244
"Rugged Cell Phones Unlocked Android, Blackview BV4900Pro GSM Unlocked Cell Phones, 4GB+64GB Octa-core Unlocked Phones, Android 10 OS, 5580mAh 5.7"" HD+ Cellphone, NFC Rugged T-Mobile Cellphone",$149.99,Rrusbv4900problack,T-Mobile,Blackview,Smartphone,64 GB,Android 10.0,Black,4G,,2021.0,,Blackview Store,https://www.amazon.com/stores/Blackview/page/DB55EAAF-0A66-49A7-8F07-A2A0A47C9248?ref_=ast_bln,https://www.amazon.com//Unlocked-Blackview-BV4900Pro-Octa-core-Cellphone/dp/B09BBB19Q6/ref=sr_1_245?keywords=used+phones&qid=1646080963&sr=8-245
"Samsung Galaxy S22 Ultra Smartphone, Factory Unlocked Android Cell Phone, 128GB, 8K Camera & Video, Brightest Display, S Pen, Long Battery Life, Fast 4nm Processor, US Version, Green","$1,199.99",S22 Ultra,Unlocked for All Carriers,Samsung Electronics,Smartphone,8 GB,Android,Green,"5G, 4G LTE",,2022.0,USB Cable,Samsung Electronics Store,https://www.amazon.com/stores/SamsungElectronics/page/5DE4E0B0-7C27-45B4-9406-2291193DCBEF?ref_=ast_bln,https://www.amazon.com//Samsung-Smartphone-Unlocked-Brightest-Processor/dp/B09MVZLCLN/ref=sr_1_246?keywords=used+phones&qid=1646080963&sr=8-246
Google Pixel 4 XL - Just Black - 128GB - Unlocked,$409.99,Pixel 4 XL,Unlocked,Google,Smartphone,128 GB,Android,Just Black,LTE,Single SIM,2019.0,,Google Store,https://www.amazon.com/stores/GoogleLLC/page/080B7645-8292-4117-A6CA-1BF598F3FE26?ref_=ast_bln,https://www.amazon.com//Google-Pixel-XL-Black-Unlocked/dp/B07YMNVXVV/ref=sr_1_247?keywords=used+phones&qid=1646080963&sr=8-247
BLU Z5 -GSM Unlocked Dual Sim -Black,$23.99,Z5,Straight Talk,BLU,Bar,32 GB,Android,Black,2G,Dual SIM,2021.0,,BLU Store,https://www.amazon.com/stores/BLUProducts/page/AA9E1BFD-E94A-4247-B28B-5A42DB54AFFD?ref_=ast_bln,https://www.amazon.com//BLU-GSM-Unlocked-Dual-Black/dp/B07MZDNBDJ/ref=sr_1_248?keywords=used+phones&qid=1646080963&sr=8-248
Samsung Galaxy A51 A515F 128GB DUOS GSM Unlocked Phone w/Quad Camera 48 MP + 12 MP + 5 MP + 5 MP (International Variant/US Compatible LTE) - Prism Crush Blue,$385.90,,Unlocked,Samsung Electronics,Smartphone,128 GB,Android,Blue,"4G, 2G",Dual SIM,,,Samsung Electronics Store,https://www.amazon.com/stores/SamsungElectronics/page/5DE4E0B0-7C27-45B4-9406-2291193DCBEF?ref_=ast_bln,https://www.amazon.com//Samsung-Galaxy-Camera-Unlocked-International/dp/B082YF7WY5/ref=sr_1_249?keywords=used+phones&qid=1646080963&sr=8-249
"Samsung Galaxy S10+ Plus 128GB+8GB RAM SM-G975F/DS Dual Sim 6.4"" LTE Factory Unlocked Smartphone International Model, No Warranty (Prism Black)",,Galaxy S10+ Plus SM-G975F/DS,AT&T,Samsung Electronics,Smartphone,128 GB,Android 9.0,Black,"4G, 3G, 2G",Dual SIM,2018.0,,Samsung Electronics Store,https://www.amazon.com/stores/SamsungElectronics/page/5DE4E0B0-7C27-45B4-9406-2291193DCBEF?ref_=ast_bln,https://www.amazon.com//Samsung-SM-G975F-Unlocked-Smartphone-International/dp/B07NZX5BKH/ref=sr_1_250?keywords=used+phones&qid=1646080963&sr=8-250
"UMIDIGI Bison X10S Rugged Smartphones Unlocked,4G+32GB Android 11 IP68/IP69K Waterproof Shockproof Phone T310 Camera 6.53"" FHD+ 6150mAh Fast Charge Global Version Rugged Smartphone",$199.99,BISON X10S,Unlocked for All Carriers,UMIDIGI,Smartphone,32 GB,,Storm Gray,4G,,2021.0,,UMIDIGI Store,https://www.amazon.com/stores/UMIDIGI/page/0E4AFF25-3144-4A17-8A04-7424875685E8?ref_=ast_bln,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg16_1?ie=UTF8&adId=A08217861K8XXKJUK5WXB&url=%2FUMIDIGI-X10S-Smartphones-32GB-Waterproof%2Fdp%2FB09NLK3QKF%2Fref%3Dsr_1_251_sspa%3Fkeywords%3Dused%2Bphones%26qid%3D1646080963%26sr%3D8-251-spons%26psc%3D1&qualifier=1646080963&id=991635810191473&widgetName=sp_mtf
"Trimline Corded Landline Phones with Caller ID & Backlit Dial, 30 Group Call Number Storage Inquiry, Crystal Big Button Fashion Extension Telephone for Home Office(White)",$23.39,,,Tihebeyan,,,,White,,,,,ebeyan,https://www.amazon.com/s/ref=bl_dp_s_web_0?ie=UTF8&search-alias=aps&field-keywords=Tihebeyan,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg16_1?ie=UTF8&adId=A0598085315TTHADLY4W5&url=%2FTrimline-Landline-Backlit-Extension-Telephone%2Fdp%2FB07WK3KC4W%2Fref%3Dsr_1_252_sspa%3Fkeywords%3Dused%2Bphones%26qid%3D1646080963%26sr%3D8-252-spons%26psc%3D1%26smid%3DA1Q3VET7G5J6IQ&qualifier=1646080963&id=991635810191473&widgetName=sp_mtf
Samsung Galaxy S10+ Plus Verizon + GSM Unlocked 128GB Prism Blue,,,Verizon,Samsung Electronics,Bar,128 GB,Android 9.0,Prism Blue,"4G, 2G",Single SIM,2019.0,"Phone Head set sim pin Charger, USB cable",Samsung Electronics Store,https://www.amazon.com/stores/SamsungElectronics/page/5DE4E0B0-7C27-45B4-9406-2291193DCBEF?ref_=ast_bln,https://www.amazon.com//Samsung-Galaxy-Verizon-Unlocked-128GB/dp/B07PB5BXMZ/ref=sr_1_253?keywords=used+phones&qid=1646080963&sr=8-253
"Google Pixel 2 64 GB Unlocked Smartphone for All GSM Carriers Worldwide, Just Black (Renewed)",$134.90,Pixel 2,Unlocked,Google,Smartphone,64 GB,Google_android,Just Black,2G,,,,Amazon Renewed Store,https://www.amazon.com/Amazon-Renewed/b/ref=bl_dp_s_web_12653393011?ie=UTF8&node=12653393011&field-lbr_brands_browse-bin=Amazon+Renewed,https://www.amazon.com//Google-Smartphone-Worldwide-Certified-Refurbished/dp/B07F18GCQK/ref=sr_1_254?keywords=used+phones&qid=1646080963&sr=8-254
"Samsung Galaxy A52 5G, Factory Unlocked Smartphone, Android Cell Phone, Water Resistant, 64MP Camera, US Version, 128GB, Black",,A52,Unlocked,Samsung Electronics,Bar,128 GB,Android,Black,5G,Dual SIM,2021.0,,Samsung Electronics Store,https://www.amazon.com/stores/SamsungElectronics/page/5DE4E0B0-7C27-45B4-9406-2291193DCBEF?ref_=ast_bln,https://www.amazon.com//Samsung-Factory-Unlocked-Smartphone-Resistant/dp/B08XX4P7LB/ref=sr_1_255?keywords=used+phones&qid=1646080963&sr=8-255
Google - Pixel 3a XL with 64GB Memory Cell Phone (Unlocked) - Just Black (Renewed),$145.50,Google Pixel 3a XL,Unlocked,Google,Smartphone,64 GB,"Chrome OS, Android",Just Black,4G,,,"USB-C to C Cable, SIM tool, AC Adapter, OTG Dongle, Quick Start Guide",Amazon Renewed Store,https://www.amazon.com/Amazon-Renewed/b/ref=bl_dp_s_web_12653393011?ie=UTF8&node=12653393011&field-lbr_brands_browse-bin=Amazon+Renewed,https://www.amazon.com//Google-Pixel-Memory-Unlocked-Renewed/dp/B07TTJTDQ9/ref=sr_1_256?keywords=used+phones&qid=1646080963&sr=8-256
